timestep,bus,cascading_risk,phase
4,13,0.0,pre_mitigation
4,14,0.0,pre_mitigation
4,15,0.0,pre_mitigation
4,16,0.0,pre_mitigation
4,17,0.0,pre_mitigation
4,18,0.0,pre_mitigation
4,19,0.0,pre_mitigation
4,20,0.0,pre_mitigation
4,21,0.0,pre_mitigation
4,22,0.0,pre_mitigation
4,23,0.0,pre_mitigation
4,24,0.0,pre_mitigation
4,25,0.0,pre_mitigation
4,26,0.0,pre_mitigation
4,27,0.0,pre_mitigation
4,28,0.0,pre_mitigation
4,29,0.0,pre_mitigation
4,30,0.0,pre_mitigation
4,31,0.0,pre_mitigation
4,32,0.0,pre_mitigation
5,0,3.1129600000000003e-06,pre_mitigation
5,1,0.00017121280000000002,pre_mitigation
5,2,0.0037822464,pre_mitigation
5,3,0.0421183488,pre_mitigation
5,4,0.23921541119999998,pre_mitigation
5,5,0.5852395929599999,pre_mitigation
5,6,0.23921541119999998,pre_mitigation
5,7,0.0421183488,pre_mitigation
5,8,0.0037822464,pre_mitigation
5,9,0.00017121280000000002,pre_mitigation
5,10,3.1129600000000003e-06,pre_mitigation
5,11,0.0,pre_mitigation
5,12,0.0,pre_mitigation
5,13,0.0,pre_mitigation
5,14,0.0,pre_mitigation
5,15,0.0,pre_mitigation
5,16,0.0,pre_mitigation
5,17,0.0,pre_mitigation
5,18,0.0,pre_mitigation
5,19,0.0,pre_mitigation
5,20,0.0,pre_mitigation
5,21,0.0,pre_mitigation
5,22,0.0,pre_mitigation
5,23,0.0,pre_mitigation
5,24,0.0,pre_mitigation
5,25,0.0,pre_mitigation
5,26,0.0,pre_mitigation
5,27,0.0,pre_mitigation
5,28,0.0,pre_mitigation
5,29,0.0,pre_mitigation
5,30,0.0,pre_mitigation
5,31,0.0,pre_mitigation
5,32,0.0,pre_mitigation
6,0,1.6685465600000002e-05,pre_mitigation
6,1,0.00045349601280000006,pre_mitigation
6,2,0.00671154176,pre_mitigation
6,3,0.056503959551999994,pre_mitigation
6,4,0.2606981971968,pre_mitigation
6,5,0.5532853075968,pre_mitigation
6,6,0.2606981971968,pre_mitigation
6,7,0.056503959551999994,pre_mitigation
6,8,0.00671154176,pre_mitigation
6,9,0.00045349601280000006,pre_mitigation
6,10,1.6436428800000004e-05,pre_mitigation
6,11,2.4903680000000005e-07,pre_mitigation
6,12,0.0,pre_mitigation
6,13,0.0,pre_mitigation
6,14,0.0,pre_mitigation
6,15,0.0,pre_mitigation
6,16,0.0,pre_mitigation
6,17,0.0,pre_mitigation
6,18,0.0,pre_mitigation
6,19,0.0,pre_mitigation
6,20,0.0,pre_mitigation
6,21,0.0,pre_mitigation
6,22,0.0,pre_mitigation
6,23,0.0,pre_mitigation
6,24,0.0,pre_mitigation
6,25,0.0,pre_mitigation
6,26,0.0,pre_mitigation
6,27,0.0,pre_mitigation
6,28,0.0,pre_mitigation
6,29,0.0,pre_mitigation
6,30,0.0,pre_mitigation
6,31,0.0,pre_mitigation
6,32,0.0,pre_mitigation
7,0,5.229772800000001e-05,pre_mitigation
7,1,0.0009373346693120001,pre_mitigation
7,2,0.010462753193984,pre_mitigation
7,3,0.07111626352230399,pre_mitigation
7,4,0.27819755490508796,pre_mitigation
7,5,0.5286027822366719,pre_mitigation
7,6,0.27819755490508796,pre_mitigation
7,7,0.07111626352230399,pre_mitigation
7,8,0.010462753193984,pre_mitigation
7,9,0.000937314746368,pre_mitigation
7,10,5.076366131200001e-05,pre_mitigation
7,11,1.5340666880000003e-06,pre_mitigation
7,12,1.9922944000000004e-08,pre_mitigation
7,13,0.0,pre_mitigation
7,14,0.0,pre_mitigation
7,15,0.0,pre_mitigation
7,16,0.0,pre_mitigation
7,17,0.0,pre_mitigation
7,18,0.0,pre_mitigation
7,19,0.0,pre_mitigation
7,20,0.0,pre_mitigation
7,21,0.0,pre_mitigation
7,22,0.0,pre_mitigation
7,23,0.0,pre_mitigation
7,24,0.0,pre_mitigation
7,25,0.0,pre_mitigation
7,26,0.0,pre_mitigation
7,27,0.0,pre_mitigation
7,28,0.0,pre_mitigation
7,29,0.0,pre_mitigation
7,30,0.0,pre_mitigation
7,31,0.0,pre_mitigation
7,32,0.0,pre_mitigation
8,0,0.05012519259242496,pre_mitigation
8,1,0.051666058582753284,pre_mitigation
8,2,0.06497151066603521,pre_mitigation
8,3,0.13567513654755325,pre_mitigation
8,4,0.34279137197719545,pre_mitigation
8,5,0.5596820571530854,pre_mitigation
8,6,0.34279137197719545,pre_mitigation
8,7,0.13567513654755325,pre_mitigation
8,8,0.06497150907219969,pre_mitigation
8,9,0.051665918325227524,pre_mitigation
8,10,0.05011977992699904,pre_mitigation
8,11,0.05000541266542592,pre_mitigation
8,12,0.05000014025752576,pre_mitigation
8,13,0.050000001593835525,pre_mitigation
8,14,0.05,pre_mitigation
8,15,0.05,pre_mitigation
8,16,0.05,pre_mitigation
8,17,0.05,pre_mitigation
8,18,0.05,pre_mitigation
8,19,0.05,pre_mitigation
8,20,0.05,pre_mitigation
8,21,0.05,pre_mitigation
8,22,0.05,pre_mitigation
8,23,0.05,pre_mitigation
8,24,0.05,pre_mitigation
8,25,0.05,pre_mitigation
8,26,0.05,pre_mitigation
8,27,0.05,pre_mitigation
8,28,0.05,pre_mitigation
8,29,0.05,pre_mitigation
8,30,0.05,pre_mitigation
8,31,0.05,pre_mitigation
8,32,0.05,pre_mitigation
9,0,0.10225346957534823,pre_mitigation
9,1,0.10467386781349972,pre_mitigation
9,2,0.1221622249965355,pre_mitigation
9,3,0.20201515077330534,pre_mitigation
9,4,0.4072849828359831,pre_mitigation
9,5,0.5973668298110665,pre_mitigation
9,6,0.4072849828359831,pre_mitigation
9,7,0.20201515064579845,pre_mitigation
9,8,0.12216221237335818,pre_mitigation
9,9,0.10467331124613613,pre_mitigation
9,10,0.10223911281501144,pre_mitigation
9,11,0.1020143567603368,pre_mitigation
9,12,0.10200055656736359,pre_mitigation
9,13,0.10200001262317733,pre_mitigation
9,14,0.10200000012750685,pre_mitigation
9,15,0.10200000000000001,pre_mitigation
9,16,0.10200000000000001,pre_mitigation
9,17,0.10200000000000001,pre_mitigation
9,18,0.10200000000000001,pre_mitigation
9,19,0.10200000000000001,pre_mitigation
9,20,0.10200000000000001,pre_mitigation
9,21,0.10200000000000001,pre_mitigation
9,22,0.10200000000000001,pre_mitigation
9,23,0.10200000000000001,pre_mitigation
9,24,0.10200000000000001,pre_mitigation
9,25,0.10200000000000001,pre_mitigation
9,26,0.10200000000000001,pre_mitigation
9,27,0.10200000000000001,pre_mitigation
9,28,0.10200000000000001,pre_mitigation
9,29,0.10200000000000001,pre_mitigation
9,30,0.10200000000000001,pre_mitigation
9,31,0.10200000000000001,pre_mitigation
9,32,0.10200000000000001,pre_mitigation
10,0,0.15653724021741428,pre_mitigation
10,1,0.16006625924163045,pre_mitigation
10,2,0.18203787948389566,pre_mitigation
10,3,0.2701291093071102,pre_mitigation
10,4,0.47236134334241486,pre_mitigation
10,5,0.6408484074874958,pre_mitigation
10,6,0.4723613433322143,pre_mitigation
10,7,0.2701291081850499,pre_mitigation
10,8,0.18203782383990996,pre_mitigation
10,9,0.16006461991166937,pre_mitigation
10,10,0.1565054327177279,pre_mitigation
10,11,0.1561118074996864,pre_mitigation
10,12,0.1560816393299611,pre_mitigation
10,13,0.1560800556439857,pre_mitigation
10,14,0.15608000112206022,pre_mitigation
10,15,0.15608000001020056,pre_mitigation
10,16,0.15608,pre_mitigation
10,17,0.15608,pre_mitigation
10,18,0.15608,pre_mitigation
10,19,0.15608,pre_mitigation
10,20,0.15608,pre_mitigation
10,21,0.15608,pre_mitigation
10,22,0.15608,pre_mitigation
10,23,0.15608,pre_mitigation
10,24,0.15608,pre_mitigation
10,25,0.15608,pre_mitigation
10,26,0.15608,pre_mitigation
10,27,0.15608,pre_mitigation
10,28,0.15608,pre_mitigation
10,29,0.15608,pre_mitigation
10,30,0.15608,pre_mitigation
10,31,0.15608,pre_mitigation
10,32,0.15608,pre_mitigation
11,0,0.2130810513480481,pre_mitigation
11,1,0.21794431770873962,pre_mitigation
11,2,0.24460896342972743,pre_mitigation
11,3,0.3400655540163618,pre_mitigation
11,4,0.5385561834848935,pre_mitigation
11,5,0.6895244135229667,pre_mitigation
11,6,0.5385561833861523,pre_mitigation
11,7,0.34006554857661386,pre_mitigation
11,8,0.2446087832268583,pre_mitigation
11,9,0.21794032604688007,pre_mitigation
11,10,0.21301889498450904,pre_mitigation
11,11,0.21238535636353917,pre_mitigation
11,12,0.21232719166185954,pre_mitigation
11,13,0.21232338020286912,pre_mitigation
11,14,0.21232320543974792,pre_mitigation
11,15,0.21232320009874134,pre_mitigation
11,16,0.21232320000081606,pre_mitigation
11,17,0.2123232,pre_mitigation
11,18,0.2123232,pre_mitigation
11,19,0.2123232,pre_mitigation
11,20,0.2123232,pre_mitigation
11,21,0.2123232,pre_mitigation
11,22,0.2123232,pre_mitigation
11,23,0.2123232,pre_mitigation
11,24,0.2123232,pre_mitigation
11,25,0.2123232,pre_mitigation
11,26,0.2123232,pre_mitigation
11,27,0.2123232,pre_mitigation
11,28,0.2123232,pre_mitigation
11,29,0.2123232,pre_mitigation
11,30,0.2123232,pre_mitigation
11,31,0.2123232,pre_mitigation
11,32,0.2123232,pre_mitigation
12,0,0.27199335471082536,pre_mitigation
12,1,0.2784062007659129,pre_mitigation
12,2,0.30989667755616823,pre_mitigation
12,3,0.411910899287568,pre_mitigation
12,4,0.6062966388698526,pre_mitigation
12,5,0.7429504732498944,pre_mitigation
12,6,0.6062966383477805,pre_mitigation
12,7,0.41191088007646104,pre_mitigation
12,8,0.30989619920951483,pre_mitigation
12,9,0.27839770117816387,pre_mitigation
12,10,0.27188268217920153,pre_mitigation
12,11,0.27092680053162393,pre_mitigation
12,12,0.27082462758774906,pre_mitigation
12,13,0.27081660634665344,pre_mitigation
12,14,0.270816147211107,pre_mitigation
12,15,0.2708161285221375,pre_mitigation
12,16,0.27081612800861743,pre_mitigation
12,17,0.27081612800006527,pre_mitigation
12,18,0.270816128,pre_mitigation
12,19,0.270816128,pre_mitigation
12,20,0.270816128,pre_mitigation
12,21,0.270816128,pre_mitigation
12,22,0.270816128,pre_mitigation
12,23,0.270816128,pre_mitigation
12,24,0.270816128,pre_mitigation
12,25,0.270816128,pre_mitigation
12,26,0.270816128,pre_mitigation
12,27,0.270816128,pre_mitigation
12,28,0.270816128,pre_mitigation
12,29,0.270816128,pre_mitigation
12,30,0.270816128,pre_mitigation
12,31,0.270816128,pre_mitigation
12,32,0.270816128,pre_mitigation
13,0,0.3333861165836654,pre_mitigation
13,1,0.3415486592553628,pre_mitigation
13,2,0.3779344442537065,pre_mitigation
13,3,0.4857770566871415,pre_mitigation
13,4,0.6759299520084673,pre_mitigation
13,5,0.8008038786373177,pre_mitigation
13,6,0.6759299500121553,pre_mitigation
13,7,0.48577700147186936,pre_mitigation
13,8,0.37793334180474303,pre_mitigation
13,9,0.3415322875478815,pre_mitigation
13,10,0.33320272045448035,pre_mitigation
13,11,0.3318321692491851,pre_mitigation
13,12,0.3316651448274814,pre_mitigation
13,13,0.3316498755689635,pre_mitigation
13,14,0.33164882833527737,pre_mitigation
13,15,0.3316487751170589,pre_mitigation
13,16,0.33164877316935953,pre_mitigation
13,17,0.3316487731207468,pre_mitigation
13,18,0.3316487731200052,pre_mitigation
13,19,0.33164877311999996,pre_mitigation
13,20,0.33164877311999996,pre_mitigation
13,21,0.33164877311999996,pre_mitigation
13,22,0.33164877311999996,pre_mitigation
13,23,0.33164877311999996,pre_mitigation
13,24,0.33164877311999996,pre_mitigation
13,25,0.33164877311999996,pre_mitigation
13,26,0.33164877311999996,pre_mitigation
13,27,0.33164877311999996,pre_mitigation
13,28,0.33164877311999996,pre_mitigation
13,29,0.33164877311999996,pre_mitigation
13,30,0.33164877311999996,pre_mitigation
13,31,0.33164877311999996,pre_mitigation
13,32,0.33164877311999996,pre_mitigation
14,0,0.39737456466074783,pre_mitigation
14,1,0.407468465011709,pre_mitigation
14,2,0.448768368218662,pre_mitigation
14,3,0.5617929615856585,pre_mitigation
14,4,0.747744832593408,pre_mitigation
14,5,0.8628562053624895,pre_mitigation
14,6,0.7477448264194316,pre_mitigation
14,7,0.561792824640597,pre_mitigation
14,8,0.4487660839097539,pre_mitigation
14,9,0.4074392980228736,pre_mitigation
14,10,0.39708755054370803,pre_mitigation
14,11,0.39520173816183984,pre_mitigation
14,12,0.3949438910336355,pre_mitigation
14,13,0.3949170083537086,pre_mitigation
14,14,0.39491486098992584,pre_mitigation
14,15,0.3949147302233828,pre_mitigation
14,16,0.39491472424806084,pre_mitigation
14,17,0.39491472404940636,pre_mitigation
14,18,0.3949147240448643,pre_mitigation
14,19,0.3949147240448004,pre_mitigation
14,20,0.39491472404479994,pre_mitigation
14,21,0.39491472404479994,pre_mitigation
14,22,0.39491472404479994,pre_mitigation
14,23,0.39491472404479994,pre_mitigation
14,24,0.39491472404479994,pre_mitigation
14,25,0.39491472404479994,pre_mitigation
14,26,0.39491472404479994,pre_mitigation
14,27,0.39491472404479994,pre_mitigation
14,28,0.39491472404479994,pre_mitigation
14,29,0.39491472404479994,pre_mitigation
14,30,0.39491472404479994,pre_mitigation
14,31,0.39491472404479994,pre_mitigation
14,32,0.39491472404479994,pre_mitigation
15,0,0.3341354826781833,post_rl_mitigation
15,1,0.3429098523652728,post_rl_mitigation
15,2,0.37616909627535267,post_rl_mitigation
15,3,0.46087118082744843,post_rl_mitigation
15,4,0.5918309179473966,post_rl_mitigation
15,5,0.6688458960768129,post_rl_mitigation
15,6,0.5918309061475296,post_rl_mitigation
15,7,0.4608709621272434,post_rl_mitigation
15,8,0.376165961030636,post_rl_mitigation
15,9,0.34287470857181207,post_rl_mitigation
15,10,0.33382679570873286,post_rl_mitigation
15,11,0.3320208323341967,post_rl_mitigation
15,12,0.33174728915820695,post_rl_mitigation
15,13,0.33171528060946687,post_rl_mitigation
15,14,0.33171236406525745,post_rl_mitigation
15,15,0.3317121571792434,post_rl_mitigation
15,16,0.33171214584968395,post_rl_mitigation
15,17,0.3317121453793763,post_rl_mitigation
15,18,0.33171214536505234,post_rl_mitigation
15,19,0.33171214536475013,post_rl_mitigation
15,20,0.3317121453647462,post_rl_mitigation
15,21,0.33171214536474614,post_rl_mitigation
15,22,0.33171214536474614,post_rl_mitigation
15,23,0.33171214536474614,post_rl_mitigation
15,24,0.33171214536474614,post_rl_mitigation
15,25,0.33171214536474614,post_rl_mitigation
15,26,0.33171214536474614,post_rl_mitigation
15,27,0.33171214536474614,post_rl_mitigation
15,28,0.33171214536474614,post_rl_mitigation
15,29,0.33171214536474614,post_rl_mitigation
15,30,0.33171214536474614,post_rl_mitigation
15,31,0.33171214536474614,post_rl_mitigation
15,32,0.33171214536474614,post_rl_mitigation
16,0,0.28670605312340003,post_rl_mitigation
16,1,0.29418122620636056,post_rl_mitigation
16,2,0.32063852691196415,post_rl_mitigation
16,3,0.3837647809915017,post_rl_mitigation
16,4,0.476055773241156,post_rl_mitigation
16,5,0.5279596808221364,post_rl_mitigation
16,6,0.47605575316762844,post_rl_mitigation
16,7,0.3837644611532838,post_rl_mitigation
16,8,0.32063450354127654,post_rl_mitigation
16,9,0.2941409981392878,post_rl_mitigation
16,10,0.2863866409172392,post_rl_mitigation
16,11,0.2847054666552828,post_rl_mitigation
16,12,0.28442628251619495,post_rl_mitigation
16,13,0.2843900778198298,post_rl_mitigation
16,14,0.2843863742883768,post_rl_mitigation
16,15,0.28438607455986925,post_rl_mitigation
16,16,0.2843860554377362,post_rl_mitigation
16,17,0.28438605448634163,post_rl_mitigation
16,18,0.28438605445015885,post_rl_mitigation
16,19,0.28438605444914206,post_rl_mitigation
16,20,0.2843860544491221,post_rl_mitigation
16,21,0.2843860544491219,post_rl_mitigation
16,22,0.2843860544491219,post_rl_mitigation
16,23,0.2843860544491219,post_rl_mitigation
16,24,0.2843860544491219,post_rl_mitigation
16,25,0.2843860544491219,post_rl_mitigation
16,26,0.2843860544491219,post_rl_mitigation
16,27,0.2843860544491219,post_rl_mitigation
16,28,0.2843860544491219,post_rl_mitigation
16,29,0.2843860544491219,post_rl_mitigation
16,30,0.2843860544491219,post_rl_mitigation
16,31,0.2843860544491219,post_rl_mitigation
16,32,0.2843860544491219,post_rl_mitigation
17,0,0.2511160625483805,post_rl_mitigation
17,1,0.257376272734387,post_rl_mitigation
17,2,0.27820626066601734,post_rl_mitigation
17,3,0.32504295692503515,post_rl_mitigation
17,4,0.390144266926062,post_rl_mitigation
17,5,0.4253568776900517,post_rl_mitigation
17,6,0.39014423578479357,post_rl_mitigation
17,7,0.3250425213731535,post_rl_mitigation
17,8,0.2782013758990049,post_rl_mitigation
17,9,0.25733215434186324,post_rl_mitigation
17,10,0.25079613205733,post_rl_mitigation
17,11,0.24926820806255298,post_rl_mitigation
17,12,0.2489923959640276,post_rl_mitigation
17,13,0.24895316233858744,post_rl_mitigation
17,14,0.24894871312618622,post_rl_mitigation
17,15,0.24894830879335725,post_rl_mitigation
17,16,0.24894827935841138,post_rl_mitigation
17,17,0.2489482776520888,post_rl_mitigation
17,18,0.24894827757430452,post_rl_mitigation
17,19,0.248948277571575,post_rl_mitigation
17,20,0.24894827757150378,post_rl_mitigation
17,21,0.24894827757150248,post_rl_mitigation
17,22,0.24894827757150248,post_rl_mitigation
17,23,0.24894827757150248,post_rl_mitigation
17,24,0.24894827757150248,post_rl_mitigation
17,25,0.24894827757150248,post_rl_mitigation
17,26,0.24894827757150248,post_rl_mitigation
17,27,0.24894827757150248,post_rl_mitigation
17,28,0.24894827757150248,post_rl_mitigation
17,29,0.24894827757150248,post_rl_mitigation
17,30,0.24894827757150248,post_rl_mitigation
17,31,0.24894827757150248,post_rl_mitigation
17,32,0.24894827757150248,post_rl_mitigation
18,0,0.22439629574294126,post_rl_mitigation
18,1,0.22956257222165688,post_rl_mitigation
18,2,0.24581883438637128,post_rl_mitigation
18,3,0.280444207897006,post_rl_mitigation
18,4,0.3264184379981819,post_rl_mitigation
18,5,0.35045073546056205,post_rl_mitigation
18,6,0.3264183931792858,post_rl_mitigation
18,7,0.2804436487750169,post_rl_mitigation
18,8,0.24581317309079448,post_rl_mitigation
18,9,0.22951590944928943,post_rl_mitigation
18,10,0.2240846101460186,post_rl_mitigation
18,11,0.22272415584246377,post_rl_mitigation
18,12,0.22245913301791356,post_rl_mitigation
18,13,0.2224181315413253,post_rl_mitigation
18,14,0.22241302937395158,post_rl_mitigation
18,15,0.22241251521858393,post_rl_mitigation
18,16,0.22241247318074714,post_rl_mitigation
18,17,0.22241247039968787,post_rl_mitigation
18,18,0.22241247025196234,post_rl_mitigation
18,19,0.22241247024574848,post_rl_mitigation
18,20,0.22241247024554606,post_rl_mitigation
18,21,0.2224124702455411,post_rl_mitigation
18,22,0.222412470245541,post_rl_mitigation
18,23,0.222412470245541,post_rl_mitigation
18,24,0.222412470245541,post_rl_mitigation
18,25,0.222412470245541,post_rl_mitigation
18,26,0.222412470245541,post_rl_mitigation
18,27,0.222412470245541,post_rl_mitigation
18,28,0.222412470245541,post_rl_mitigation
18,29,0.222412470245541,post_rl_mitigation
18,30,0.222412470245541,post_rl_mitigation
18,31,0.222412470245541,post_rl_mitigation
18,32,0.222412470245541,post_rl_mitigation
19,0,0.16832552377748844,post_rl_mitigation
19,1,0.17253523725509018,post_rl_mitigation
19,2,0.18512720400203983,post_rl_mitigation
19,3,0.21065031701289327,post_rl_mitigation
19,4,0.24315827105304397,post_rl_mitigation
19,5,0.25964898746363424,post_rl_mitigation
19,6,0.24315821045036481,post_rl_mitigation
19,7,0.21064963408100731,post_rl_mitigation
19,8,0.1851208970240474,post_rl_mitigation
19,9,0.1724873925415102,post_rl_mitigation
19,10,0.16802903674932237,post_rl_mitigation
19,11,0.16683894474802755,post_rl_mitigation
19,12,0.16659030243345627,post_rl_mitigation
19,13,0.16654876469835517,post_rl_mitigation
19,14,0.1665431406647065,post_rl_mitigation
19,15,0.16654251858964542,post_rl_mitigation
19,16,0.16654246217893384,post_rl_mitigation
19,17,0.16654245798696632,post_rl_mitigation
19,18,0.16654245773282048,post_rl_mitigation
19,19,0.16654245772036272,post_rl_mitigation
19,20,0.16654245771987625,post_rl_mitigation
19,21,0.16654245771986143,post_rl_mitigation
19,22,0.16654245771986112,post_rl_mitigation
19,23,0.16654245771986112,post_rl_mitigation
19,24,0.16654245771986112,post_rl_mitigation
19,25,0.16654245771986112,post_rl_mitigation
19,26,0.16654245771986112,post_rl_mitigation
19,27,0.16654245771986112,post_rl_mitigation
19,28,0.16654245771986112,post_rl_mitigation
19,29,0.16654245771986112,post_rl_mitigation
19,30,0.16654245771986112,post_rl_mitigation
19,31,0.16654245771986112,post_rl_mitigation
19,32,0.16654245771986112,post_rl_mitigation
20,0,0.1262846317008932,post_rl_mitigation
20,1,0.12967720344492595,post_rl_mitigation
20,2,0.13936808438152828,post_rl_mitigation
20,3,0.158137284222542,post_rl_mitigation
20,4,0.18115432047705665,post_rl_mitigation
20,5,0.19252542779155496,post_rl_mitigation
20,6,0.18115424274232247,post_rl_mitigation
20,7,0.15813648474425238,post_rl_mitigation
20,8,0.13936129308789344,post_rl_mitigation
20,9,0.12962944809964694,post_rl_mitigation
20,10,0.12600839471224803,post_rl_mitigation
20,11,0.1249832293292783,post_rl_mitigation
20,12,0.12475474768594953,post_rl_mitigation
20,13,0.12471378363533199,post_rl_mitigation
20,14,0.12470779184254686,post_rl_mitigation
20,15,0.12470707050219301,post_rl_mitigation
20,16,0.12470699868738531,post_rl_mitigation
20,17,0.1247069927674589,post_rl_mitigation
20,18,0.1247069923642572,post_rl_mitigation
20,19,0.12470699234169716,post_rl_mitigation
20,20,0.1247069923406705,post_rl_mitigation
20,21,0.12470699234063307,post_rl_mitigation
20,22,0.12470699234063201,post_rl_mitigation
20,23,0.12470699234063198,post_rl_mitigation
20,24,0.12470699234063198,post_rl_mitigation
20,25,0.12470699234063198,post_rl_mitigation
20,26,0.12470699234063198,post_rl_mitigation
20,27,0.12470699234063198,post_rl_mitigation
20,28,0.12470699234063198,post_rl_mitigation
20,29,0.12470699234063198,post_rl_mitigation
20,30,0.12470699234063198,post_rl_mitigation
20,31,0.12470699234063198,post_rl_mitigation
20,32,0.12470699234063198,post_rl_mitigation
21,0,0.09475734435008511,post_rl_mitigation
21,1,0.09746507254905254,post_rl_mitigation
21,2,0.10488173275378247,post_rl_mitigation
21,3,0.11865787380325711,post_rl_mitigation
21,4,0.13497754966627507,post_rl_mitigation
21,5,0.14285308429016544,post_rl_mitigation
21,6,0.134977454363598,post_rl_mitigation
21,7,0.11865697159777874,post_rl_mitigation
21,8,0.10487463303229788,post_rl_mitigation
21,9,0.09741851233322443,post_rl_mitigation
21,10,0.09450460910958645,post_rl_mitigation
21,11,0.0936333311051669,post_rl_mitigation
21,12,0.09342715608057917,post_rl_mitigation
21,13,0.09338769558818773,post_rl_mitigation
21,14,0.09338149810975913,post_rl_mitigation
